Date,Time_ET,Currency,Impact,Title
2022-10-07,08:30,USD,High,Non-Farm Employment Change
2022-10-13,08:30,USD,High,CPI m/m
2022-10-13,08:30,USD,High,Core CPI m/m
2022-10-28,08:30,USD,High,Core PCE Price Index m/m
2022-10-28,08:30,USD,High,Advance GDP q/q
2022-11-04,08:30,USD,High,Non-Farm Employment Change
2022-11-14,08:30,USD,High,CPI m/m
2022-11-14,08:30,USD,High,Core CPI m/m
2022-11-28,08:30,USD,High,Core PCE Price Index m/m
2022-11-23,14:00,USD,High,FOMC Economic Projections
2022-11-23,14:00,USD,High,FOMC Statement
2022-11-23,14:00,USD,High,Federal Funds Rate
2022-11-23,14:30,USD,High,FOMC Press Conference
2022-12-02,08:30,USD,High,Non-Farm Employment Change
2022-12-13,08:30,USD,High,CPI m/m
2022-12-13,08:30,USD,High,Core CPI m/m
2022-12-28,08:30,USD,High,Core PCE Price Index m/m
2022-12-21,14:00,USD,High,FOMC Economic Projections
2022-12-21,14:00,USD,High,FOMC Statement
2022-12-21,14:00,USD,High,Federal Funds Rate
2022-12-21,14:30,USD,High,FOMC Press Conference
2023-01-06,08:30,USD,High,Non-Farm Employment Change
2023-01-13,08:30,USD,High,CPI m/m
2023-01-13,08:30,USD,High,Core CPI m/m
2023-01-27,08:30,USD,High,Core PCE Price Index m/m
2023-01-27,08:30,USD,High,Advance GDP q/q
2023-01-18,14:00,USD,High,FOMC Economic Projections
2023-01-18,14:00,USD,High,FOMC Statement
2023-01-18,14:00,USD,High,Federal Funds Rate
2023-01-18,14:30,USD,High,FOMC Press Conference
2023-02-03,08:30,USD,High,Non-Farm Employment Change
2023-02-13,08:30,USD,High,CPI m/m
2023-02-13,08:30,USD,High,Core CPI m/m
2023-02-28,08:30,USD,High,Core PCE Price Index m/m
2023-03-03,08:30,USD,High,Non-Farm Employment Change
2023-03-13,08:30,USD,High,CPI m/m
2023-03-13,08:30,USD,High,Core CPI m/m
2023-03-28,08:30,USD,High,Core PCE Price Index m/m
2023-03-22,14:00,USD,High,FOMC Economic Projections
2023-03-22,14:00,USD,High,FOMC Statement
2023-03-22,14:00,USD,High,Federal Funds Rate
2023-03-22,14:30,USD,High,FOMC Press Conference
2023-04-07,08:30,USD,High,Non-Farm Employment Change
2023-04-13,08:30,USD,High,CPI m/m
2023-04-13,08:30,USD,High,Core CPI m/m
2023-04-28,08:30,USD,High,Core PCE Price Index m/m
2023-04-28,08:30,USD,High,Advance GDP q/q
2023-05-05,08:30,USD,High,Non-Farm Employment Change
2023-05-15,08:30,USD,High,CPI m/m
2023-05-15,08:30,USD,High,Core CPI m/m
2023-05-26,08:30,USD,High,Core PCE Price Index m/m
2023-05-24,14:00,USD,High,FOMC Economic Projections
2023-05-24,14:00,USD,High,FOMC Statement
2023-05-24,14:00,USD,High,Federal Funds Rate
2023-05-24,14:30,USD,High,FOMC Press Conference
2023-06-02,08:30,USD,High,Non-Farm Employment Change
2023-06-13,08:30,USD,High,CPI m/m
2023-06-13,08:30,USD,High,Core CPI m/m
2023-06-28,08:30,USD,High,Core PCE Price Index m/m
2023-06-21,14:00,USD,High,FOMC Economic Projections
2023-06-21,14:00,USD,High,FOMC Statement
2023-06-21,14:00,USD,High,Federal Funds Rate
2023-06-21,14:30,USD,High,FOMC Press Conference
2023-07-07,08:30,USD,High,Non-Farm Employment Change
2023-07-13,08:30,USD,High,CPI m/m
2023-07-13,08:30,USD,High,Core CPI m/m
2023-07-28,08:30,USD,High,Core PCE Price Index m/m
2023-07-28,08:30,USD,High,Advance GDP q/q
2023-07-19,14:00,USD,High,FOMC Economic Projections
2023-07-19,14:00,USD,High,FOMC Statement
2023-07-19,14:00,USD,High,Federal Funds Rate
2023-07-19,14:30,USD,High,FOMC Press Conference
2023-08-04,08:30,USD,High,Non-Farm Employment Change
2023-08-14,08:30,USD,High,CPI m/m
2023-08-14,08:30,USD,High,Core CPI m/m
2023-08-28,08:30,USD,High,Core PCE Price Index m/m
2023-09-01,08:30,USD,High,Non-Farm Employment Change
2023-09-13,08:30,USD,High,CPI m/m
2023-09-13,08:30,USD,High,Core CPI m/m
2023-09-28,08:30,USD,High,Core PCE Price Index m/m
2023-09-20,14:00,USD,High,FOMC Economic Projections
2023-09-20,14:00,USD,High,FOMC Statement
2023-09-20,14:00,USD,High,Federal Funds Rate
2023-09-20,14:30,USD,High,FOMC Press Conference
2023-10-06,08:30,USD,High,Non-Farm Employment Change
2023-10-13,08:30,USD,High,CPI m/m
2023-10-13,08:30,USD,High,Core CPI m/m
2023-10-27,08:30,USD,High,Core PCE Price Index m/m
2023-10-27,08:30,USD,High,Advance GDP q/q
2023-11-03,08:30,USD,High,Non-Farm Employment Change
2023-11-13,08:30,USD,High,CPI m/m
2023-11-13,08:30,USD,High,Core CPI m/m
2023-11-28,08:30,USD,High,Core PCE Price Index m/m
2023-11-22,14:00,USD,High,FOMC Economic Projections
2023-11-22,14:00,USD,High,FOMC Statement
2023-11-22,14:00,USD,High,Federal Funds Rate
2023-11-22,14:30,USD,High,FOMC Press Conference
2023-12-01,08:30,USD,High,Non-Farm Employment Change
2023-12-13,08:30,USD,High,CPI m/m
2023-12-13,08:30,USD,High,Core CPI m/m
2023-12-28,08:30,USD,High,Core PCE Price Index m/m
2023-12-20,14:00,USD,High,FOMC Economic Projections
2023-12-20,14:00,USD,High,FOMC Statement
2023-12-20,14:00,USD,High,Federal Funds Rate
2023-12-20,14:30,USD,High,FOMC Press Conference
2024-01-05,08:30,USD,High,Non-Farm Employment Change
2024-01-15,08:30,USD,High,CPI m/m
2024-01-15,08:30,USD,High,Core CPI m/m
2024-01-26,08:30,USD,High,Core PCE Price Index m/m
2024-01-26,08:30,USD,High,Advance GDP q/q
2024-01-24,14:00,USD,High,FOMC Economic Projections
2024-01-24,14:00,USD,High,FOMC Statement
2024-01-24,14:00,USD,High,Federal Funds Rate
2024-01-24,14:30,USD,High,FOMC Press Conference
2024-02-02,08:30,USD,High,Non-Farm Employment Change
2024-02-13,08:30,USD,High,CPI m/m
2024-02-13,08:30,USD,High,Core CPI m/m
2024-02-28,08:30,USD,High,Core PCE Price Index m/m
2024-03-01,08:30,USD,High,Non-Farm Employment Change
2024-03-13,08:30,USD,High,CPI m/m
2024-03-13,08:30,USD,High,Core CPI m/m
2024-03-28,08:30,USD,High,Core PCE Price Index m/m
2024-03-20,14:00,USD,High,FOMC Economic Projections
2024-03-20,14:00,USD,High,FOMC Statement
2024-03-20,14:00,USD,High,Federal Funds Rate
2024-03-20,14:30,USD,High,FOMC Press Conference
2024-04-05,08:30,USD,High,Non-Farm Employment Change
2024-04-15,08:30,USD,High,CPI m/m
2024-04-15,08:30,USD,High,Core CPI m/m
2024-04-26,08:30,USD,High,Core PCE Price Index m/m
2024-04-26,08:30,USD,High,Advance GDP q/q
2024-05-03,08:30,USD,High,Non-Farm Employment Change
2024-05-13,08:30,USD,High,CPI m/m
2024-05-13,08:30,USD,High,Core CPI m/m
2024-05-28,08:30,USD,High,Core PCE Price Index m/m
2024-05-22,14:00,USD,High,FOMC Economic Projections
2024-05-22,14:00,USD,High,FOMC Statement
2024-05-22,14:00,USD,High,Federal Funds Rate
2024-05-22,14:30,USD,High,FOMC Press Conference
2024-06-07,08:30,USD,High,Non-Farm Employment Change
2024-06-13,08:30,USD,High,CPI m/m
2024-06-13,08:30,USD,High,Core CPI m/m
2024-06-28,08:30,USD,High,Core PCE Price Index m/m
2024-06-19,14:00,USD,High,FOMC Economic Projections
2024-06-19,14:00,USD,High,FOMC Statement
2024-06-19,14:00,USD,High,Federal Funds Rate
2024-06-19,14:30,USD,High,FOMC Press Conference
2024-07-05,08:30,USD,High,Non-Farm Employment Change
2024-07-15,08:30,USD,High,CPI m/m
2024-07-15,08:30,USD,High,Core CPI m/m
2024-07-26,08:30,USD,High,Core PCE Price Index m/m
2024-07-26,08:30,USD,High,Advance GDP q/q
2024-07-24,14:00,USD,High,FOMC Economic Projections
2024-07-24,14:00,USD,High,FOMC Statement
2024-07-24,14:00,USD,High,Federal Funds Rate
2024-07-24,14:30,USD,High,FOMC Press Conference
2024-08-02,08:30,USD,High,Non-Farm Employment Change
2024-08-13,08:30,USD,High,CPI m/m
2024-08-13,08:30,USD,High,Core CPI m/m
2024-08-28,08:30,USD,High,Core PCE Price Index m/m
2024-09-06,08:30,USD,High,Non-Farm Employment Change
2024-09-13,08:30,USD,High,CPI m/m
2024-09-13,08:30,USD,High,Core CPI m/m
2024-09-27,08:30,USD,High,Core PCE Price Index m/m
2024-09-18,14:00,USD,High,FOMC Economic Projections
2024-09-18,14:00,USD,High,FOMC Statement
2024-09-18,14:00,USD,High,Federal Funds Rate
2024-09-18,14:30,USD,High,FOMC Press Conference
2024-10-04,08:30,USD,High,Non-Farm Employment Change
2024-10-14,08:30,USD,High,CPI m/m
2024-10-14,08:30,USD,High,Core CPI m/m
2024-10-28,08:30,USD,High,Core PCE Price Index m/m
2024-10-28,08:30,USD,High,Advance GDP q/q
2024-11-01,08:30,USD,High,Non-Farm Employment Change
2024-11-13,08:30,USD,High,CPI m/m
2024-11-13,08:30,USD,High,Core CPI m/m
2024-11-28,08:30,USD,High,Core PCE Price Index m/m
2024-11-20,14:00,USD,High,FOMC Economic Projections
2024-11-20,14:00,USD,High,FOMC Statement
2024-11-20,14:00,USD,High,Federal Funds Rate
2024-11-20,14:30,USD,High,FOMC Press Conference
2024-12-06,08:30,USD,High,Non-Farm Employment Change
2024-12-13,08:30,USD,High,CPI m/m
2024-12-13,08:30,USD,High,Core CPI m/m
2024-12-27,08:30,USD,High,Core PCE Price Index m/m
2024-12-18,14:00,USD,High,FOMC Economic Projections
2024-12-18,14:00,USD,High,FOMC Statement
2024-12-18,14:00,USD,High,Federal Funds Rate
2024-12-18,14:30,USD,High,FOMC Press Conference
2025-01-03,08:30,USD,High,Non-Farm Employment Change
2025-01-13,08:30,USD,High,CPI m/m
2025-01-13,08:30,USD,High,Core CPI m/m
2025-01-28,08:30,USD,High,Core PCE Price Index m/m
2025-01-28,08:30,USD,High,Advance GDP q/q
2025-01-22,14:00,USD,High,FOMC Economic Projections
2025-01-22,14:00,USD,High,FOMC Statement
2025-01-22,14:00,USD,High,Federal Funds Rate
2025-01-22,14:30,USD,High,FOMC Press Conference
2025-02-07,08:30,USD,High,Non-Farm Employment Change
2025-02-13,08:30,USD,High,CPI m/m
2025-02-13,08:30,USD,High,Core CPI m/m
2025-02-28,08:30,USD,High,Core PCE Price Index m/m
2025-03-07,08:30,USD,High,Non-Farm Employment Change
2025-03-13,08:30,USD,High,CPI m/m
2025-03-13,08:30,USD,High,Core CPI m/m
2025-03-28,08:30,USD,High,Core PCE Price Index m/m
2025-03-19,14:00,USD,High,FOMC Economic Projections
2025-03-19,14:00,USD,High,FOMC Statement
2025-03-19,14:00,USD,High,Federal Funds Rate
2025-03-19,14:30,USD,High,FOMC Press Conference
2025-04-04,08:30,USD,High,Non-Farm Employment Change
2025-04-14,08:30,USD,High,CPI m/m
2025-04-14,08:30,USD,High,Core CPI m/m
2025-04-28,08:30,USD,High,Core PCE Price Index m/m
2025-04-28,08:30,USD,High,Advance GDP q/q
2025-05-02,08:30,USD,High,Non-Farm Employment Change
2025-05-13,08:30,USD,High,CPI m/m
2025-05-13,08:30,USD,High,Core CPI m/m
2025-05-28,08:30,USD,High,Core PCE Price Index m/m
2025-05-21,14:00,USD,High,FOMC Economic Projections
2025-05-21,14:00,USD,High,FOMC Statement
2025-05-21,14:00,USD,High,Federal Funds Rate
2025-05-21,14:30,USD,High,FOMC Press Conference
2025-06-06,08:30,USD,High,Non-Farm Employment Change
2025-06-13,08:30,USD,High,CPI m/m
2025-06-13,08:30,USD,High,Core CPI m/m
2025-06-27,08:30,USD,High,Core PCE Price Index m/m
2025-06-18,14:00,USD,High,FOMC Economic Projections
2025-06-18,14:00,USD,High,FOMC Statement
2025-06-18,14:00,USD,High,Federal Funds Rate
2025-06-18,14:30,USD,High,FOMC Press Conference
2025-07-04,08:30,USD,High,Non-Farm Employment Change
2025-07-14,08:30,USD,High,CPI m/m
2025-07-14,08:30,USD,High,Core CPI m/m
2025-07-28,08:30,USD,High,Core PCE Price Index m/m
2025-07-28,08:30,USD,High,Advance GDP q/q
2025-07-23,14:00,USD,High,FOMC Economic Projections
2025-07-23,14:00,USD,High,FOMC Statement
2025-07-23,14:00,USD,High,Federal Funds Rate
2025-07-23,14:30,USD,High,FOMC Press Conference
2025-08-01,08:30,USD,High,Non-Farm Employment Change
2025-08-13,08:30,USD,High,CPI m/m
2025-08-13,08:30,USD,High,Core CPI m/m
2025-08-28,08:30,USD,High,Core PCE Price Index m/m
2025-09-05,08:30,USD,High,Non-Farm Employment Change
2025-09-15,08:30,USD,High,CPI m/m
2025-09-15,08:30,USD,High,Core CPI m/m
2025-09-26,08:30,USD,High,Core PCE Price Index m/m
2025-09-24,14:00,USD,High,FOMC Economic Projections
2025-09-24,14:00,USD,High,FOMC Statement
2025-09-24,14:00,USD,High,Federal Funds Rate
2025-09-24,14:30,USD,High,FOMC Press Conference
2025-10-03,08:30,USD,High,Non-Farm Employment Change
2025-10-13,08:30,USD,High,CPI m/m
2025-10-13,08:30,USD,High,Core CPI m/m
2025-10-28,08:30,USD,High,Core PCE Price Index m/m
2025-10-28,08:30,USD,High,Advance GDP q/q
2025-11-07,08:30,USD,High,Non-Farm Employment Change
2025-11-13,08:30,USD,High,CPI m/m
2025-11-13,08:30,USD,High,Core CPI m/m
2025-11-28,08:30,USD,High,Core PCE Price Index m/m
2025-11-19,14:00,USD,High,FOMC Economic Projections
2025-11-19,14:00,USD,High,FOMC Statement
2025-11-19,14:00,USD,High,Federal Funds Rate
2025-11-19,14:30,USD,High,FOMC Press Conference
2025-12-05,08:30,USD,High,Non-Farm Employment Change
2025-12-15,08:30,USD,High,CPI m/m
2025-12-15,08:30,USD,High,Core CPI m/m
2025-12-26,08:30,USD,High,Core PCE Price Index m/m
2025-12-24,14:00,USD,High,FOMC Economic Projections
2025-12-24,14:00,USD,High,FOMC Statement
2025-12-24,14:00,USD,High,Federal Funds Rate
2025-12-24,14:30,USD,High,FOMC Press Conference
2026-01-02,08:30,USD,High,Non-Farm Employment Change
2026-01-13,08:30,USD,High,CPI m/m
2026-01-13,08:30,USD,High,Core CPI m/m
2026-01-28,08:30,USD,High,Core PCE Price Index m/m
2026-01-28,08:30,USD,High,Advance GDP q/q
2026-01-21,14:00,USD,High,FOMC Economic Projections
2026-01-21,14:00,USD,High,FOMC Statement
2026-01-21,14:00,USD,High,Federal Funds Rate
2026-01-21,14:30,USD,High,FOMC Press Conference
2026-02-06,08:30,USD,High,Non-Farm Employment Change
2026-02-13,08:30,USD,High,CPI m/m
2026-02-13,08:30,USD,High,Core CPI m/m
2026-02-27,08:30,USD,High,Core PCE Price Index m/m
2026-03-06,08:30,USD,High,Non-Farm Employment Change
2026-03-13,08:30,USD,High,CPI m/m
2026-03-13,08:30,USD,High,Core CPI m/m
2026-03-27,08:30,USD,High,Core PCE Price Index m/m
2026-03-18,14:00,USD,High,FOMC Economic Projections
2026-03-18,14:00,USD,High,FOMC Statement
2026-03-18,14:00,USD,High,Federal Funds Rate
2026-03-18,14:30,USD,High,FOMC Press Conference
2026-04-03,08:30,USD,High,Non-Farm Employment Change
2026-04-13,08:30,USD,High,CPI m/m
2026-04-13,08:30,USD,High,Core CPI m/m
2026-04-28,08:30,USD,High,Core PCE Price Index m/m
2026-04-28,08:30,USD,High,Advance GDP q/q
2026-05-01,08:30,USD,High,Non-Farm Employment Change
2026-05-13,08:30,USD,High,CPI m/m
2026-05-13,08:30,USD,High,Core CPI m/m
2026-05-28,08:30,USD,High,Core PCE Price Index m/m
2026-05-20,14:00,USD,High,FOMC Economic Projections
2026-05-20,14:00,USD,High,FOMC Statement
2026-05-20,14:00,USD,High,Federal Funds Rate
2026-05-20,14:30,USD,High,FOMC Press Conference
2026-06-05,08:30,USD,High,Non-Farm Employment Change
2026-06-15,08:30,USD,High,CPI m/m
2026-06-15,08:30,USD,High,Core CPI m/m
2026-06-26,08:30,USD,High,Core PCE Price Index m/m
2026-06-24,14:00,USD,High,FOMC Economic Projections
2026-06-24,14:00,USD,High,FOMC Statement
2026-06-24,14:00,USD,High,Federal Funds Rate
2026-06-24,14:30,USD,High,FOMC Press Conference
2026-07-03,08:30,USD,High,Non-Farm Employment Change
2010-01-07,08:30,USD,High,Unemployment Claims
2010-01-14,08:30,USD,High,Unemployment Claims
2010-01-21,08:30,USD,High,Unemployment Claims
2010-01-28,08:30,USD,High,Unemployment Claims
2010-02-04,08:30,USD,High,Unemployment Claims
2010-02-11,08:30,USD,High,Unemployment Claims
2010-02-18,08:30,USD,High,Unemployment Claims
2010-02-25,08:30,USD,High,Unemployment Claims
2010-03-04,08:30,USD,High,Unemployment Claims
2010-03-11,08:30,USD,High,Unemployment Claims
2010-03-18,08:30,USD,High,Unemployment Claims
2010-03-25,08:30,USD,High,Unemployment Claims
2010-04-01,08:30,USD,High,Unemployment Claims
2010-04-08,08:30,USD,High,Unemployment Claims
2010-04-15,08:30,USD,High,Unemployment Claims
2010-04-22,08:30,USD,High,Unemployment Claims
2010-04-29,08:30,USD,High,Unemployment Claims
2010-05-06,08:30,USD,High,Unemployment Claims
2010-05-13,08:30,USD,High,Unemployment Claims
2010-05-20,08:30,USD,High,Unemployment Claims
2010-05-27,08:30,USD,High,Unemployment Claims
2010-06-03,08:30,USD,High,Unemployment Claims
2010-06-10,08:30,USD,High,Unemployment Claims
2010-06-17,08:30,USD,High,Unemployment Claims
2010-06-24,08:30,USD,High,Unemployment Claims
2010-07-01,08:30,USD,High,Unemployment Claims
2010-07-08,08:30,USD,High,Unemployment Claims
2010-07-15,08:30,USD,High,Unemployment Claims
2010-07-22,08:30,USD,High,Unemployment Claims
2010-07-29,08:30,USD,High,Unemployment Claims
2010-08-05,08:30,USD,High,Unemployment Claims
2010-08-12,08:30,USD,High,Unemployment Claims
2010-08-19,08:30,USD,High,Unemployment Claims
2010-08-26,08:30,USD,High,Unemployment Claims
2010-09-02,08:30,USD,High,Unemployment Claims
2010-09-09,08:30,USD,High,Unemployment Claims
2010-09-16,08:30,USD,High,Unemployment Claims
2010-09-23,08:30,USD,High,Unemployment Claims
2010-09-30,08:30,USD,High,Unemployment Claims
2010-10-07,08:30,USD,High,Unemployment Claims
2010-10-14,08:30,USD,High,Unemployment Claims
2010-10-21,08:30,USD,High,Unemployment Claims
2010-10-28,08:30,USD,High,Unemployment Claims
2010-11-04,08:30,USD,High,Unemployment Claims
2010-11-11,08:30,USD,High,Unemployment Claims
2010-11-18,08:30,USD,High,Unemployment Claims
2010-11-25,08:30,USD,High,Unemployment Claims
2010-12-02,08:30,USD,High,Unemployment Claims
2010-12-09,08:30,USD,High,Unemployment Claims
2010-12-16,08:30,USD,High,Unemployment Claims
2010-12-23,08:30,USD,High,Unemployment Claims
2010-12-30,08:30,USD,High,Unemployment Claims
2011-01-06,08:30,USD,High,Unemployment Claims
2011-01-13,08:30,USD,High,Unemployment Claims
2011-01-20,08:30,USD,High,Unemployment Claims
2011-01-27,08:30,USD,High,Unemployment Claims
2011-02-03,08:30,USD,High,Unemployment Claims
2011-02-10,08:30,USD,High,Unemployment Claims
2011-02-17,08:30,USD,High,Unemployment Claims
2011-02-24,08:30,USD,High,Unemployment Claims
2011-03-03,08:30,USD,High,Unemployment Claims
2011-03-10,08:30,USD,High,Unemployment Claims
2011-03-17,08:30,USD,High,Unemployment Claims
2011-03-24,08:30,USD,High,Unemployment Claims
2011-03-31,08:30,USD,High,Unemployment Claims
2011-04-07,08:30,USD,High,Unemployment Claims
2011-04-14,08:30,USD,High,Unemployment Claims
2011-04-21,08:30,USD,High,Unemployment Claims
2011-04-28,08:30,USD,High,Unemployment Claims
2011-05-05,08:30,USD,High,Unemployment Claims
2011-05-12,08:30,USD,High,Unemployment Claims
2011-05-19,08:30,USD,High,Unemployment Claims
2011-05-26,08:30,USD,High,Unemployment Claims
2011-06-02,08:30,USD,High,Unemployment Claims
2011-06-09,08:30,USD,High,Unemployment Claims
2011-06-16,08:30,USD,High,Unemployment Claims
2011-06-23,08:30,USD,High,Unemployment Claims
2011-06-30,08:30,USD,High,Unemployment Claims
2011-07-07,08:30,USD,High,Unemployment Claims
2011-07-14,08:30,USD,High,Unemployment Claims
2011-07-21,08:30,USD,High,Unemployment Claims
2011-07-28,08:30,USD,High,Unemployment Claims
2011-08-04,08:30,USD,High,Unemployment Claims
2011-08-11,08:30,USD,High,Unemployment Claims
2011-08-18,08:30,USD,High,Unemployment Claims
2011-08-25,08:30,USD,High,Unemployment Claims
2011-09-01,08:30,USD,High,Unemployment Claims
2011-09-08,08:30,USD,High,Unemployment Claims
2011-09-15,08:30,USD,High,Unemployment Claims
2011-09-22,08:30,USD,High,Unemployment Claims
2011-09-29,08:30,USD,High,Unemployment Claims
2011-10-06,08:30,USD,High,Unemployment Claims
2011-10-13,08:30,USD,High,Unemployment Claims
2011-10-20,08:30,USD,High,Unemployment Claims
2011-10-27,08:30,USD,High,Unemployment Claims
2011-11-03,08:30,USD,High,Unemployment Claims
2011-11-10,08:30,USD,High,Unemployment Claims
2011-11-17,08:30,USD,High,Unemployment Claims
2011-11-24,08:30,USD,High,Unemployment Claims
2011-12-01,08:30,USD,High,Unemployment Claims
2011-12-08,08:30,USD,High,Unemployment Claims
2011-12-15,08:30,USD,High,Unemployment Claims
2011-12-22,08:30,USD,High,Unemployment Claims
2011-12-29,08:30,USD,High,Unemployment Claims
2012-01-05,08:30,USD,High,Unemployment Claims
2012-01-12,08:30,USD,High,Unemployment Claims
2012-01-19,08:30,USD,High,Unemployment Claims
2012-01-26,08:30,USD,High,Unemployment Claims
2012-02-02,08:30,USD,High,Unemployment Claims
2012-02-09,08:30,USD,High,Unemployment Claims
2012-02-16,08:30,USD,High,Unemployment Claims
2012-02-23,08:30,USD,High,Unemployment Claims
2012-03-01,08:30,USD,High,Unemployment Claims
2012-03-08,08:30,USD,High,Unemployment Claims
2012-03-15,08:30,USD,High,Unemployment Claims
2012-03-22,08:30,USD,High,Unemployment Claims
2012-03-29,08:30,USD,High,Unemployment Claims
2012-04-05,08:30,USD,High,Unemployment Claims
2012-04-12,08:30,USD,High,Unemployment Claims
2012-04-19,08:30,USD,High,Unemployment Claims
2012-04-26,08:30,USD,High,Unemployment Claims
2012-05-03,08:30,USD,High,Unemployment Claims
2012-05-10,08:30,USD,High,Unemployment Claims
2012-05-17,08:30,USD,High,Unemployment Claims
2012-05-24,08:30,USD,High,Unemployment Claims
2012-05-31,08:30,USD,High,Unemployment Claims
2012-06-07,08:30,USD,High,Unemployment Claims
2012-06-14,08:30,USD,High,Unemployment Claims
2012-06-21,08:30,USD,High,Unemployment Claims
2012-06-28,08:30,USD,High,Unemployment Claims
2012-07-05,08:30,USD,High,Unemployment Claims
2012-07-12,08:30,USD,High,Unemployment Claims
2012-07-19,08:30,USD,High,Unemployment Claims
2012-07-26,08:30,USD,High,Unemployment Claims
2012-08-02,08:30,USD,High,Unemployment Claims
2012-08-09,08:30,USD,High,Unemployment Claims
2012-08-16,08:30,USD,High,Unemployment Claims
2012-08-23,08:30,USD,High,Unemployment Claims
2012-08-30,08:30,USD,High,Unemployment Claims
2012-09-06,08:30,USD,High,Unemployment Claims
2012-09-13,08:30,USD,High,Unemployment Claims
2012-09-20,08:30,USD,High,Unemployment Claims
2012-09-27,08:30,USD,High,Unemployment Claims
2012-10-04,08:30,USD,High,Unemployment Claims
2012-10-11,08:30,USD,High,Unemployment Claims
2012-10-18,08:30,USD,High,Unemployment Claims
2012-10-25,08:30,USD,High,Unemployment Claims
2012-11-01,08:30,USD,High,Unemployment Claims
2012-11-08,08:30,USD,High,Unemployment Claims
2012-11-15,08:30,USD,High,Unemployment Claims
2012-11-22,08:30,USD,High,Unemployment Claims
2012-11-29,08:30,USD,High,Unemployment Claims
2012-12-06,08:30,USD,High,Unemployment Claims
2012-12-13,08:30,USD,High,Unemployment Claims
2012-12-20,08:30,USD,High,Unemployment Claims
2012-12-27,08:30,USD,High,Unemployment Claims
2013-01-03,08:30,USD,High,Unemployment Claims
2013-01-10,08:30,USD,High,Unemployment Claims
2013-01-17,08:30,USD,High,Unemployment Claims
2013-01-24,08:30,USD,High,Unemployment Claims
2013-01-31,08:30,USD,High,Unemployment Claims
2013-02-07,08:30,USD,High,Unemployment Claims
2013-02-14,08:30,USD,High,Unemployment Claims
2013-02-21,08:30,USD,High,Unemployment Claims
2013-02-28,08:30,USD,High,Unemployment Claims
2013-03-07,08:30,USD,High,Unemployment Claims
2013-03-14,08:30,USD,High,Unemployment Claims
2013-03-21,08:30,USD,High,Unemployment Claims
2013-03-28,08:30,USD,High,Unemployment Claims
2013-04-04,08:30,USD,High,Unemployment Claims
2013-04-11,08:30,USD,High,Unemployment Claims
2013-04-18,08:30,USD,High,Unemployment Claims
2013-04-25,08:30,USD,High,Unemployment Claims
2013-05-02,08:30,USD,High,Unemployment Claims
2013-05-09,08:30,USD,High,Unemployment Claims
2013-05-16,08:30,USD,High,Unemployment Claims
2013-05-23,08:30,USD,High,Unemployment Claims
2013-05-30,08:30,USD,High,Unemployment Claims
2013-06-06,08:30,USD,High,Unemployment Claims
2013-06-13,08:30,USD,High,Unemployment Claims
2013-06-20,08:30,USD,High,Unemployment Claims
2013-06-27,08:30,USD,High,Unemployment Claims
2013-07-04,08:30,USD,High,Unemployment Claims
2013-07-11,08:30,USD,High,Unemployment Claims
2013-07-18,08:30,USD,High,Unemployment Claims
2013-07-25,08:30,USD,High,Unemployment Claims
2013-08-01,08:30,USD,High,Unemployment Claims
2013-08-08,08:30,USD,High,Unemployment Claims
2013-08-15,08:30,USD,High,Unemployment Claims
2013-08-22,08:30,USD,High,Unemployment Claims
2013-08-29,08:30,USD,High,Unemployment Claims
2013-09-05,08:30,USD,High,Unemployment Claims
2013-09-12,08:30,USD,High,Unemployment Claims
2013-09-19,08:30,USD,High,Unemployment Claims
2013-09-26,08:30,USD,High,Unemployment Claims
2013-10-03,08:30,USD,High,Unemployment Claims
2013-10-10,08:30,USD,High,Unemployment Claims
2013-10-17,08:30,USD,High,Unemployment Claims
2013-10-24,08:30,USD,High,Unemployment Claims
2013-10-31,08:30,USD,High,Unemployment Claims
2013-11-07,08:30,USD,High,Unemployment Claims
2013-11-14,08:30,USD,High,Unemployment Claims
2013-11-21,08:30,USD,High,Unemployment Claims
2013-11-28,08:30,USD,High,Unemployment Claims
2013-12-05,08:30,USD,High,Unemployment Claims
2013-12-12,08:30,USD,High,Unemployment Claims
2013-12-19,08:30,USD,High,Unemployment Claims
2013-12-26,08:30,USD,High,Unemployment Claims
2014-01-02,08:30,USD,High,Unemployment Claims
2014-01-09,08:30,USD,High,Unemployment Claims
2014-01-16,08:30,USD,High,Unemployment Claims
2014-01-23,08:30,USD,High,Unemployment Claims
2014-01-30,08:30,USD,High,Unemployment Claims
2014-02-06,08:30,USD,High,Unemployment Claims
2014-02-13,08:30,USD,High,Unemployment Claims
2014-02-20,08:30,USD,High,Unemployment Claims
2014-02-27,08:30,USD,High,Unemployment Claims
2014-03-06,08:30,USD,High,Unemployment Claims
2014-03-13,08:30,USD,High,Unemployment Claims
2014-03-20,08:30,USD,High,Unemployment Claims
2014-03-27,08:30,USD,High,Unemployment Claims
2014-04-03,08:30,USD,High,Unemployment Claims
2014-04-10,08:30,USD,High,Unemployment Claims
2014-04-17,08:30,USD,High,Unemployment Claims
2014-04-24,08:30,USD,High,Unemployment Claims
2014-05-01,08:30,USD,High,Unemployment Claims
2014-05-08,08:30,USD,High,Unemployment Claims
2014-05-15,08:30,USD,High,Unemployment Claims
2014-05-22,08:30,USD,High,Unemployment Claims
